Country,Continent,Population,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious_Critical,Cases_per_1M,Deaths_per_1M,TotalTests,Tests_per_1M,WHO Region,iso_alpha,Mortality_Rate,Recovery_Rate,Active_Case_Rate,Calculated_Cases_per_1M,Calculated_Deaths_per_1M,Calculated_Tests_per_1M,Case_Burden_Score,Death_Burden_Score,Active_Burden_Score,COVID_Impact_Score,Impact_Category
Martinique,North America,375235.0,276,15.0,98.0,163.0,1.0,736.0,40.0,12227.0,32585.0,,MTQ,5.434782608695652,35.507246376811594,59.05797101449275,735.5390621876958,39.974949031939985,32584.913454235342,42.30769230769231,57.75401069518716,89.26829268292683,63.11,High
Faeroe Islands,Europe,48882.0,266,,192.0,74.0,1.0,5442.0,,43045.0,880590.0,, ,,72.18045112781954,27.819548872180448,5441.675872509308,,880589.9922261772,82.6923076923077,,61.951219512195124,,Insufficient Data
Aruba,North America,106812.0,263,3.0,114.0,146.0,,2462.0,28.0,14047.0,131511.0,,ABW,1.1406844106463878,43.346007604562736,55.51330798479087,2462.2701569112082,28.08673182788451,131511.44066209788,62.019230769230774,49.73262032085562,88.29268292682927,66.68,High
Cambodia,Asia,16741375.0,243,,210.0,33.0,1.0,15.0,,67807.0,4050.0,WesternPacific,KHM,,86.41975308641975,13.580246913580247,14.514936795812769,,4050.264688533648,2.403846153846154,,39.51219512195122,,Insufficient Data
Trinidad and Tobago,North America,1399950.0,210,8.0,135.0,67.0,,150.0,6.0,9559.0,6828.0,Americas,TTO,3.8095238095238098,64.28571428571429,31.9047619047619,150.0053573341905,5.7144898032072575,6828.101003607272,15.865384615384615,22.459893048128343,69.26829268292683,35.86,Moderate
Cayman Islands,North America,65798.0,203,1.0,202.0,0.0,,3085.0,15.0,31108.0,472780.0,,CYM,0.49261083743842365,99.50738916256158,0.0,3085.200158059515,15.198030335268548,472780.327669534,67.78846153846155,39.57219251336899,2.9268292682926833,36.76,Moderate
Gibraltar,Europe,33690.0,190,,184.0,6.0,,5640.0,,23063.0,684565.0,,GIB,,96.84210526315789,3.1578947368421053,5639.655684179282,,684565.1528643515,84.13461538461539,,10.731707317073171,,Insufficient Data
Papua New Guinea,Australia/Oceania,8963009.0,163,3.0,53.0,107.0,,18.0,0.3,10808.0,1206.0,WesternPacific,PNG,1.8404907975460123,32.515337423312886,65.6441717791411,18.18585700404853,0.3347090246143901,1205.845046010776,3.3653846153846154,3.2085561497326207,94.6341463414634,33.74,Moderate
Sint Maarten,North America,42924.0,160,16.0,64.0,80.0,3.0,3728.0,373.0,1115.0,25976.0,,NLD,10.0,40.0,50.0,3727.5184046221225,372.75184046221233,25976.14388221042,74.51923076923077,93.04812834224599,84.8780487804878,84.15,Critical
Bermuda,North America,62254.0,157,9.0,144.0,4.0,,2522.0,145.0,26352.0,423298.0,Americas,BMU,5.7324840764331215,91.71974522292994,2.547770700636943,2521.9263019243745,144.56902367719346,423298.10132682236,62.980769230769226,81.81818181818183,7.804878048780488,50.87,High
Brunei ,Asia,437893.0,141,3.0,138.0,0.0,,322.0,7.0,41148.0,93968.0,,BRN,2.127659574468085,97.87234042553192,0.0,321.99646945715045,6.850988711854266,93968.16117179312,27.884615384615387,27.807486631016044,2.9268292682926833,19.54,Low
Barbados,North America,287411.0,133,7.0,100.0,26.0,,463.0,24.0,12233.0,42563.0,Americas,BRB,5.263157894736842,75.18796992481202,19.548872180451127,462.75194755941834,24.35536566102202,42562.74116161177,34.13461538461539,47.593582887700535,48.292682926829265,43.34,Moderate
Turks and Caicos,North America,38768.0,129,2.0,39.0,88.0,3.0,3327.0,52.0,1252.0,32295.0,,TCA,1.550387596899225,30.23255813953488,68.21705426356588,3327.486586875774,51.58893933140735,32294.676021461,70.67307692307693,63.101604278074866,95.60975609756098,76.46,Critical
Seychelles,Africa,98408.0,126,,124.0,2.0,,1280.0,,,,Africa,SYC,,98.4126984126984,1.5873015873015872,1280.3837086415738,,,53.36538461538461,,6.341463414634147,,Insufficient Data
Monaco,Europe,39270.0,125,4.0,105.0,16.0,2.0,3183.0,102.0,38209.0,972982.0,Europe,MCO,3.2,84.0,12.8,3183.091418385536,101.85892538833716,972981.9200407435,69.23076923076923,75.93582887700535,38.53658536585366,61.23,High
Bhutan,Asia,772443.0,105,,93.0,12.0,,136.0,,54589.0,70671.0,South-EastAsia,BTN,,88.57142857142857,11.428571428571429,135.93236005763532,,70670.58669701194,14.423076923076922,,34.63414634146341,,Insufficient Data
Antigua and Barbuda,North America,98010.0,92,3.0,76.0,13.0,1.0,939.0,31.0,1500.0,15305.0,Americas,ATG,3.260869565217391,82.6086956521739,14.130434782608695,938.6797265585144,30.60912151821243,15304.560759106214,48.55769230769231,52.406417112299465,40.0,46.99,Moderate
Liechtenstein,Europe,38139.0,89,1.0,85.0,3.0,,2334.0,26.0,900.0,23598.0,Europe,LIE,1.1235955056179776,95.50561797752809,3.3707865168539324,2333.56931225255,26.21987991295,23597.891921655,61.057692307692314,48.1283422459893,11.219512195121952,40.14,Moderate
Belize,North America,398312.0,86,2.0,31.0,53.0,2.0,216.0,5.0,3679.0,9236.0,Americas,BLZ,2.3255813953488373,36.04651162790697,61.627906976744185,215.9111450320352,5.021189419349655,9236.47793689369,19.230769230769234,19.786096256684495,91.70731707317074,43.57,Moderate
French Polynesia,Australia/Oceania,281072.0,64,,62.0,2.0,,228.0,,5849.0,20810.0,,PYF,,96.875,3.125,227.6996641429954,,20809.61461831844,20.673076923076923,,10.24390243902439,,Insufficient Data
St. Vincent Grenadines,North America,110976.0,56,,46.0,10.0,,505.0,,2447.0,22050.0,, ,,82.14285714285714,17.857142857142858,504.6136101499423,,22049.812572087656,36.05769230769231,,45.36585365853659,,Insufficient Data
Saint Martin,North America,38729.0,53,3.0,41.0,9.0,1.0,1368.0,77.0,1183.0,30546.0,,MAF,5.660377358490567,77.35849056603774,16.9811320754717,1368.4835652869942,77.46133388416948,30545.585994990834,55.28846153846154,71.12299465240642,44.390243902439025,56.93,High
Macao,Asia,650193.0,46,,46.0,0.0,,71.0,,4071.0,6261.0,,MAC,,100.0,0.0,70.74822398887714,,6261.217823015628,10.096153846153847,,2.9268292682926833,,Insufficient Data
Curaçao,North America,164161.0,31,1.0,28.0,2.0,,189.0,6.0,1080.0,6579.0,,NLD,3.225806451612903,90.32258064516128,6.451612903225806,188.83900561034596,6.091580826140191,6578.907292231407,17.78846153846154,24.598930481283425,22.439024390243905,21.61,Low
Fiji,Australia/Oceania,897095.0,27,1.0,18.0,8.0,,30.0,1.0,6693.0,7461.0,WesternPacific,FJI,3.7037037037037033,66.66666666666666,29.629629629629626,30.09714690194461,1.1147091445164672,7460.748304248714,5.288461538461538,7.4866310160427805,65.85365853658537,26.21,Moderate
Saint Lucia,North America,183712.0,25,,24.0,1.0,,136.0,,3895.0,21202.0,Americas,LCA,,96.0,4.0,136.0825640132381,,21201.6634732625,14.903846153846153,,12.926829268292684,,Insufficient Data
Timor-Leste,Asia,1320812.0,25,,24.0,1.0,,19.0,,4238.0,3209.0,South-EastAsia,TLS,,96.0,4.0,18.927750504992385,,3208.632265606309,3.8461538461538463,,12.926829268292684,,Insufficient Data
Grenada,North America,112576.0,24,,23.0,1.0,,213.0,,6252.0,55536.0,Americas,GRD,,95.83333333333334,4.166666666666666,213.18931210915292,,55535.81580443434,18.75,,14.634146341463413,,Insufficient Data
New Caledonia,Australia/Oceania,285769.0,22,,22.0,0.0,,77.0,,11099.0,38839.0,,NCL,,100.0,0.0,76.98525732322261,,38839.062319565805,10.576923076923077,,2.9268292682926833,,Insufficient Data
Laos,Asia,7285750.0,20,,19.0,1.0,,3.0,,29374.0,4032.0,WesternPacific, ,,95.0,5.0,2.7450845829187114,,4031.705726932711,0.4807692307692308,,18.048780487804876,,Insufficient Data
Dominica,North America,72004.0,18,,18.0,0.0,,250.0,,1005.0,13958.0,Americas,DMA,,100.0,0.0,249.98611188267316,,13957.557913449253,23.557692307692307,,2.9268292682926833,,Insufficient Data
Saint Kitts and Nevis,North America,53237.0,17,,16.0,1.0,,319.0,,1146.0,21526.0,Americas,KNA,,94.11764705882352,5.88235294117647,319.3267840036065,,21526.38202753724,27.403846153846157,,20.48780487804878,,Insufficient Data
Greenland,North America,56780.0,14,,14.0,0.0,,247.0,,5977.0,105266.0,Europe,GRL,,100.0,0.0,246.56569214512152,,105265.93871081366,23.076923076923077,,2.9268292682926833,,Insufficient Data
Montserrat,North America,4992.0,13,1.0,10.0,2.0,,2604.0,200.0,61.0,12220.0,,MSR,7.6923076923076925,76.92307692307693,15.384615384615385,2604.1666666666665,200.32051282051282,12219.551282051281,64.42307692307693,84.49197860962568,41.951219512195124,63.62,High
Caribbean Netherlands,North America,26247.0,13,,7.0,6.0,,495.0,,424.0,16154.0,, ,,53.84615384615385,46.15384615384615,495.2947003467063,,16154.227149769498,35.57692307692308,,81.46341463414633,,Insufficient Data
Falkland Islands,South America,3489.0,13,,13.0,0.0,,3726.0,,1816.0,520493.0,,FLK,,100.0,0.0,3725.995987388937,,520492.9779306392,74.03846153846155,,2.9268292682926833,,Insufficient Data
Vatican City,Europe,801.0,12,,12.0,0.0,,14981.0,,,,Europe,VAT,,100.0,0.0,14981.2734082397,,,95.67307692307693,,2.9268292682926833,,Insufficient Data
Western Sahara,Africa,598682.0,10,1.0,8.0,1.0,,17.0,2.0,,,Africa,ESH,10.0,80.0,10.0,16.703358377235325,1.670335837723533,,2.8846153846153846,8.02139037433155,28.780487804878046,13.23,Low
